"ST","STATE","OCC_CODE","OCC_TITLE","GROUP","TOT_EMP","H_MEAN","A_MEAN"
"MN","Minnesota","23-1021","Administrative law judges, adjudicators, and hearing officers",NA,"100","50.61","105280"
"NJ","New Jersey","15-2091","Mathematical technicians",NA,"100","51.58","107280"
"SC","South Carolina","29-1081","Podiatrists",NA,"100","52.43","109060"
"IA","Iowa","29-1081","Podiatrists",NA,"100","53.17","110590"
"SD","South Dakota","29-1041","Optometrists",NA,"100","53.53","111340"
"AL","Alabama","23-1021","Administrative law judges, adjudicators, and hearing officers",NA,"100","54.83","114040"
"NM","New Mexico","17-2161","Nuclear engineers",NA,"100","54.87","114140"
"GU","Guam","39-6011","Baggage porters and bellhops",NA,"100","6.80","14130"
"WA","Washington","29-1081","Podiatrists",NA,"100","65.73","136730"
"OR","Oregon","29-1023","Orthodontists",NA,"100","68.49","142450"
"IA","Iowa","39-3093","Locker room, coatroom, and dressing room attendants",NA,"100","7.53","15670"
"PR","Puerto Rico","51-6093","Upholsterers",NA,"100","7.59","15790"
"VI","Virgin Islands","35-3022","Counter attendants, cafeteria, food concession, and coffee shop",NA,"100","7.97","16580"
"NM","New Mexico","29-1065","Pediatricians, general",NA,"100","75.32","156660"
"MN","Minnesota","29-1081","Podiatrists",NA,"100","75.82","157700"
"VI","Virgin Islands","53-7061","Cleaners of vehicles and equipment",NA,"100","8.09","16830"
"UT","Utah","39-3093","Locker room, coatroom, and dressing room attendants",NA,"100","8.35","17370"
"AL","Alabama","51-6041","Shoe and leather workers and repairers",NA,"100","8.58","17850"
"AR","Arkansas","39-3093","Locker room, coatroom, and dressing room attendants",NA,"100","8.85","18410"
"NE","Nebraska","39-3093","Locker room, coatroom, and dressing room attendants",NA,"100","8.85","18400"
"WV","West Virginia","29-1064","Obstetricians and gynecologists",NA,"100","87.41","181820"
"MO","Missouri","29-1023","Orthodontists",NA,"100","88.40","183870"
"KY","Kentucky","39-3021","Motion picture projectionists",NA,"100","9.08","18900"
"ND","North Dakota","51-6021","Pressers, textile, garment, and related materials",NA,"100","9.09","18920"
"MS","Mississippi","47-3019","Helpers, construction trades, all other",NA,"100","9.24","19220"
"AZ","Arizona","51-6041","Shoe and leather workers and repairers",NA,"100","9.29","19320"
"ME","Maine","39-5092","Manicurists and pedicurists",NA,"100","9.33","19410"
"SD","South Dakota","43-4121","Library assistants, clerical",NA,"100","9.36","19480"
"TN","Tennessee","39-3093","Locker room, coatroom, and dressing room attendants",NA,"100","9.46","19680"
"VT","Vermont","53-6021","Parking lot attendants",NA,"100","9.54","19830"
"MS","Mississippi","39-6012","Concierges",NA,"100","9.80","20390"
"ND","North Dakota","43-5021","Couriers and messengers",NA,"100","9.92","20630"
"IA","Iowa","29-1022","Oral and maxillofacial surgeons",NA,"100","91.65","190630"
"TN","Tennessee","29-1023","Orthodontists",NA,"100","94.85","197280"
"ME","Maine","29-1064","Obstetricians and gynecologists",NA,"100","96.38","200460"
"HI","Hawaii","51-9198","Helpers--production workers",NA,"1000","10.03","20870"
"NH","New Hampshire","53-3041","Taxi drivers and chauffeurs",NA,"1000","10.66","22170"
"TX","Texas","51-6062","Textile cutting machine setters, operators, and tenders",NA,"1000","10.70","22260"
"MO","Missouri","51-6052","Tailors, dressmakers, and custom sewers",NA,"1000","11.34","23580"
"AR","Arkansas","43-5031","Police, fire, and ambulance dispatchers",NA,"1000","11.37","23660"
"SD","South Dakota","51-9111","Packaging and filling machine operators and tenders",NA,"1000","11.75","24440"
"AR","Arkansas","47-3013","Helpers--electricians",NA,"1000","11.89","24740"
"MA","Massachusetts","51-6052","Tailors, dressmakers, and custom sewers",NA,"1000","11.91","24770"
"ND","North Dakota","45-0000","Farming, fishing, and forestry occupations","major","1000","11.92","24800"
"NV","Nevada","43-9071","Office machine operators, except computer",NA,"1000","12.29","25550"
"ND","North Dakota","21-1093","Social and human service assistants",NA,"1000","12.65","26320"
"FL","Florida","51-4023","Rolling machine setters, operators, and tenders, metal and plastic",NA,"1000","12.80","26630"
"GA","Georgia","53-6099","Transportation workers, all other",NA,"1000","12.91","26850"
"OK","Oklahoma","47-2181","Roofers",NA,"1000","13.26","27590"
"MD","Maryland","47-3019","Helpers, construction trades, all other",NA,"1000","13.50","28080"
"IL","Illinois","51-9131","Photographic process workers",NA,"1000","13.68","28450"
"LA","Louisiana","33-9099","Protective service workers, all other",NA,"1000","13.79","28680"
"NE","Nebraska","43-9199","Office and administrative support workers, all other",NA,"1000","13.86","28830"
"PA","Pennsylvania","51-2021","Coil winders, tapers, and finishers",NA,"1000","14.17","29480"
"NM","New Mexico","29-9099","Healthcare practitioners and technical workers, all other",NA,"1000","14.22","29580"
"MO","Missouri","49-3041","Farm equipment mechanics",NA,"1000","14.36","29860"
"ND","North Dakota","53-7011","Conveyor operators and tenders",NA,"1000","14.41","29970"
"VA","Virginia","51-2031","Engine and other machine assemblers",NA,"1000","15.23","31680"
"MD","Maryland","53-3099","Motor vehicle operators, all other",NA,"1000","16.05","33380"
"TN","Tennessee","47-4041","Hazardous materials removal workers",NA,"1000","16.40","34100"
"AR","Arkansas","13-2021","Appraisers and assessors of real estate",NA,"1000","16.49","34300"
"FL","Florida","49-3052","Motorcycle mechanics",NA,"1000","16.69","34710"
"DE","Delaware","37-1011","First-line supervisors/managers of housekeeping and janitorial workers",NA,"1000","16.96","35280"
"MN","Minnesota","51-2041","Structural metal fabricators and fitters",NA,"1000","17.60","36610"
"MO","Missouri","27-3022","Reporters and correspondents",NA,"1000","18.09","37620"
"IA","Iowa","25-9099","Education, training, and library workers, all other",NA,"1000","18.13","37700"
"FL","Florida","21-2021","Directors, religious activities and education",NA,"1000","18.14","37730"
"MT","Montana","21-1012","Educational, vocational, and school counselors",NA,"1000","18.31","38090"
"IL","Illinois","47-3019","Helpers, construction trades, all other",NA,"1000","18.38","38240"
"AL","Alabama","49-9044","Millwrights",NA,"1000","18.40","38270"
"LA","Louisiana","41-9022","Real estate sales agents",NA,"1000","18.51","38490"
"AZ","Arizona","29-2055","Surgical technologists",NA,"1000","18.84","39190"
"MA","Massachusetts","47-2121","Glaziers",NA,"1000","19.27","40080"
"VA","Virginia","49-9012","Control and valve installers and repairers, except mechanical door",NA,"1000","19.55","40670"
"HI","Hawaii","13-1022","Wholesale and retail buyers, except farm products",NA,"1000","20.40","42420"
"IA","Iowa","47-2221","Structural iron and steel workers",NA,"1000","20.56","42760"
"UT","Utah","21-1022","Medical and public health social workers",NA,"1000","21.76","45250"
"OR","Oregon","17-3013","Mechanical drafters",NA,"1000","22.05","45860"
"IL","Illinois","17-3019","Drafters, all other",NA,"1000","22.61","47020"
"CT","Connecticut","29-2055","Surgical technologists",NA,"1000","22.89","47620"
"PA","Pennsylvania","11-9081","Lodging managers",NA,"1000","23.67","49230"
"MD","Maryland","11-9031","Education administrators, preschool and child care center/program",NA,"1000","23.75","49400"
"NY","New York","47-2011","Boilermakers",NA,"1000","25.63","53320"
"NH","New Hampshire","13-1051","Cost estimators",NA,"1000","26.88","55900"
"RI","Rhode Island","13-2099","Financial specialists, all other",NA,"1000","27.25","56670"
"DC","District of Columbia","51-8021","Stationary engineers and boiler operators",NA,"1000","28.33","58930"
"AR","Arkansas","15-1081","Network systems and data communications analysts",NA,"1000","28.45","59180"
"IL","Illinois","53-6051","Transportation inspectors",NA,"1000","28.59","59470"
"PA","Pennsylvania","11-9039","Education administrators, all other",NA,"1000","30.93","64340"
"CA","California","11-9131","Postmasters and mail superintendents",NA,"1000","31.20","64890"
"IA","Iowa","13-2052","Personal financial advisors",NA,"1000","31.41","65320"
"OR","Oregon","27-2012","Producers and directors",NA,"1000","34.40","71540"
"MI","Michigan","17-2041","Chemical engineers",NA,"1000","36.96","76880"
"SC","South Carolina","17-2041","Chemical engineers",NA,"1000","38.28","79620"
"VT","Vermont","23-1011","Lawyers",NA,"1000","45.23","94080"
"ID","Idaho","11-9041","Engineering managers",NA,"1000","45.91","95490"
"AK","Alaska","23-1011","Lawyers",NA,"1000","47.79","99400"
"NJ","New Jersey","15-1011","Computer and information scientists, research",NA,"1000","50.12","104260"
"PR","Puerto Rico","53-3022","Bus drivers, school",NA,"1000","6.75","14040"
"PR","Puerto Rico","47-2221","Structural iron and steel workers",NA,"1000","8.00","16640"
"MN","Minnesota","29-1063","Internists, general",NA,"1000","86.77","180480"
"GU","Guam","43-5081","Stock clerks and order fillers",NA,"1000","9.66","20090"
"IA","Iowa","27-1023","Floral designers",NA,"1000","9.97","20740"
"GA","Georgia","13-1073","Training and development specialists",NA,"10000","26.00","54080"
"OK","Oklahoma","25-0000","Education, training, and library occupations","major","100070","17.12","35610"
"WA","Washington","31-9092","Medical assistants",NA,"10010","15.32","31860"
"UT","Utah","49-9042","Maintenance and repair workers, general",NA,"10010","15.81","32870"
"GA","Georgia","43-5061","Production, planning, and expediting clerks",NA,"10010","18.45","38370"
"MA","Massachusetts","15-1021","Computer programmers",NA,"10010","37.63","78270"
"GA","Georgia","31-1011","Home health aides",NA,"10010","8.72","18140"
"KY","Kentucky","51-9198","Helpers--production workers",NA,"10020","10.94","22760"
"IL","Illinois","25-9099","Education, training, and library workers, all other",NA,"10020","17.15","35680"
"VA","Virginia","11-9199","Managers, all other",NA,"10020","48.84","101590"
"IL","Illinois","51-5023","Printing machine operators",NA,"10030","15.63","32510"
"MN","Minnesota","53-7051","Industrial truck and tractor operators",NA,"10030","16.01","33290"
"MA","Massachusetts","47-2152","Plumbers, pipefitters, and steamfitters",NA,"10030","27.63","57460"
"NJ","New Jersey","47-2152","Plumbers, pipefitters, and steamfitters",NA,"10030","28.05","58340"
"CO","Colorado","43-5071","Shipping, receiving, and traffic clerks",NA,"10040","14.09","29300"
"GA","Georgia","47-2152","Plumbers, pipefitters, and steamfitters",NA,"10040","18.34","38140"
"PR","Puerto Rico","19-0000","Life, physical, and social science occupations","major","10040","19.24","40010"
"PA","Pennsylvania","29-2034","Radiologic technologists and technicians",NA,"10040","22.17","46110"
"IN","Indiana","49-9041","Industrial machinery mechanics",NA,"10040","22.74","47310"
"NY","New York","19-3031","Clinical, counseling, and school psychologists",NA,"10040","37.62","78250"
"OK","Oklahoma","37-2012","Maids and housekeeping cleaners",NA,"10040","7.76","16140"
"PA","Pennsylvania","21-0000","Community and social services occupations","major","100430","17.67","36750"
"TX","Texas","49-9042","Maintenance and repair workers, general",NA,"100480","13.58","28240"
"WI","Wisconsin","51-9199","Production workers, all other",NA,"10050","14.71","30610"
"MO","Missouri","41-2021","Counter and rental clerks",NA,"10050","10.92","22710"
"PA","Pennsylvania","43-4071","File clerks",NA,"10050","11.50","23920"
"CA","California","37-2021","Pest control workers",NA,"10050","14.76","30700"
"IN","Indiana","47-2073","Operating engineers and other construction equipment operators",NA,"10050","21.64","45020"
"MO","Missouri","35-2021","Food preparation workers",NA,"10050","8.87","18450"
"MD","Maryland","43-3071","Tellers",NA,"10060","12.67","26350"
"TX","Texas","53-6031","Service station attendants",NA,"10060","8.99","18690"
"TX","Texas","00-0000","All Occupations",NA,"10061750","18.21","37880"
"NH","New Hampshire","43-5081","Stock clerks and order fillers",NA,"10070","11.57","24060"
"TX","Texas","49-3021","Automotive body and related repairers",NA,"10070","16.17","33620"
"MN","Minnesota","47-2061","Construction laborers",NA,"10070","19.61","40790"
"PA","Pennsylvania","13-1079","Human resources, training, and labor relations specialists, all other",NA,"10070","24.23","50400"
"AL","Alabama","19-0000","Life, physical, and social science occupations","major","10070","25.74","53550"
"AL","Alabama","31-1011","Home health aides",NA,"10070","8.18","17020"
"NV","Nevada","53-3041","Taxi drivers and chauffeurs",NA,"10080","12.86","26750"
"ME","Maine","33-0000","Protective service occupations","major","10080","16.06","33400"
"LA","Louisiana","25-0000","Education, training, and library occupations","major","100890","18.49","38460"
"AZ","Arizona","37-0000","Building and grounds cleaning and maintenance occupations","major","100960","10.43","21700"
"WI","Wisconsin","11-0000","Management occupations","major","100960","42.23","87830"
"AZ","Arizona","49-0000","Installation, maintenance, and repair occupations","major","100970","18.58","38650"
"KS","Kansas","51-6031","Sewing machine operators",NA,"1010","10.42","21680"
"PR","Puerto Rico","43-4161","Human resources assistants, except payroll and timekeeping",NA,"1010","11.12","23130"
"CA","California","39-5011","Barbers",NA,"1010","11.65","24240"
"WA","Washington","51-9132","Photographic processing machine operators",NA,"1010","11.94","24840"
"WI","Wisconsin","51-2021","Coil winders, tapers, and finishers",NA,"1010","12.53","26060"
"KY","Kentucky","43-5041","Meter readers, utilities",NA,"1010","13.30","27660"
"IN","Indiana","49-3053","Outdoor power equipment and other small engine mechanics",NA,"1010","13.44","27960"
"IA","Iowa","43-5111","Weighers, measurers, checkers, and samplers, recordkeeping",NA,"1010","13.57","28230"
"ID","Idaho","51-3092","Food batchmakers",NA,"1010","14.50","30160"
"NC","North Carolina","49-9091","Coin, vending, and amusement machine servicers and repairers",NA,"1010","14.59","30350"
"CT","Connecticut","51-9121","Coating, painting, and spraying machine setters, operators, and tenders",NA,"1010","14.78","30740"
"IL","Illinois","51-9021","Crushing, grinding, and polishing machine setters, operators, and tenders",NA,"1010","15.20","31620"
"UT","Utah","19-4021","Biological technicians",NA,"1010","15.60","32450"
"NV","Nevada","43-4199","All other information and record clerks",NA,"1010","15.79","32840"
"OR","Oregon","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"1010","16.60","34530"
"MD","Maryland","51-7011","Cabinetmakers and bench carpenters",NA,"1010","16.79","34910"
"PA","Pennsylvania","47-4071","Septic tank servicers and sewer pipe cleaners",NA,"1010","16.94","35230"
"AK","Alaska","21-1093","Social and human service assistants",NA,"1010","17.23","35830"
"AR","Arkansas","47-2021","Brickmasons and blockmasons",NA,"1010","17.23","35830"
"IN","Indiana","47-2121","Glaziers",NA,"1010","17.27","35920"
"NC","North Carolina","51-2031","Engine and other machine assemblers",NA,"1010","17.55","36500"
